462800.0	438800.0	Approach Farm	yn	yn	-1.0470683040683468	53.841679068919234
341570.0	578150.0	Archerbeck	yn	n	-2.91709290524707	55.09432309487939
456510.0	415020.0	Askern No. 1	y	n	-1.1469838309930822	53.62868762311178
518350.0	451710.0	Atwick No. 2	y	n	-0.19820293524124524	53.947986172162196
517790.0	451860.0	Atwick No. 3	y	n	-0.20667329224095102	53.9494612916803
517260.0	451770.0	Atwick No. 4	y	n	-0.2147794375357762	53.948772991358176
518150.0	451770.0	Atwick No. 5	y	n	-0.20122549699314882	53.94857081303665
518470.0	451330.0	Atwick No. 7	y	n	-0.19652273309740442	53.94454506673855
517850.0	451060.0	Atwick No. 8	y	n	-0.20606785392556676	53.94226084432007
324960.0	661250.0	Auchendinny	y	n	-3.1997651389069546	55.838608255378695
477600.0	408500.0	Axholme No. 1	y	n	-0.8297638628866226	53.56740229063166
479340.0	402970.0	Axholme No. 2	y	n	-0.8048969386585921	53.51744768329653
463340.0	427850.0	Barlow No. 1	y	n	-1.0411075060898491	53.74320945477102
515450.0	460620.0	Barmston No. 1	y	n	-0.2389956365963664	54.02868246111116
472200.0	464670.0	Barton No. 1	yn	n	-0.8981289128769204	54.072927082707054
386350.0	480160.0	Beckermonds Scar	yn	yn	-2.2108255585060315	54.21699632089669
333924.0	575733.0	Beckhall	y	n	-3.0363173975070934	55.0716468908172
335166.0	571578.0	Becklees	y	y	-3.0159249955137546	55.0344798720432
427280.0	451860.0	Beckwithshaw	y	n	-1.5857082380302983	53.96212421272511
457000.0	407500.0	Bentley Colliery	yn	n	-1.1409473351799897	53.56105137564048
329960.0	663200.0	Bilston Glen Col	y	n	-3.120451700093068	55.85687767213826
375800.0	673170.0	Birnieknowes	yn	n	-2.3891039766607673	55.950943502477365
332860.0	575530.0	Bogra	y	n	-3.0529290634819914	55.06968006675143
434640.0	562230.0	Boldon Colliery	y	n	-1.4606666440594722	54.9535263170585
473900.0	425800.0	Booth Ferry	yn	yn	-0.8815143676479065	53.723400703418996
330400.0	694200.0	Boreland No. 1	y	y	-3.121460676837354	56.13541154178917
476100.0	518400.0	Boulby Mine Shaft No. 1	y	yn	-0.8248730076332395	54.555144114373604
392690.0	434790.0	Boulsworth	y	n	-2.1124925310799405	53.809361731109725
321150.0	695670.0	Bowhill Colliery	y	n	-3.2706888327167185	56.14717456395038
313910.0	540710.0	Brayton Dom Colliery	y	n	-3.339168722989061	54.7539379880351
503770.0	406390.0	Brigg No. 1	y	n	-0.4354537515368145	53.54392780833028
503780.0	406390.0	Brigg No. 2	y	n	-0.43530290100656527	53.543925834773404
329210.0	660870.0	Broachrigg East 	y	n	-3.1318212452189584	55.83583734780069
337660.0	576270.0	Broadmeadows	y	n	-2.9779376475752035	55.07695547962409
456710.0	444090.0	Brocket Wood	yn	n	-1.1386351541929869	53.889917640371735
